query,true_fish,cam,image_rank1,image_ap,identity_rank1,identity_ap,image_top1_fish,image_top1_score,image_top1_source,image_top2_fish,image_top2_score,image_top2_source,image_top3_fish,image_top3_score,image_top3_source,image_top4_fish,image_top4_score,image_top4_source,image_top5_fish,image_top5_score,image_top5_source,identity_top1_fish,identity_top1_score,identity_top1_source,identity_top2_fish,identity_top2_score,identity_top2_source,identity_top3_fish,identity_top3_score,identity_top3_source,identity_top4_fish,identity_top4_score,identity_top4_source,identity_top5_fish,identity_top5_score,identity_top5_source
0002_c1s1_0009.png,0002,c1,0.0,0.147299,0.0,0.142857,0023,0.445194,0023_c1s1_0003.png,0022,0.419745,0022_c2s1_0006.jpg,0011,0.357598,0011_c2s1_0006.png,0009,0.346986,0009_c1s1_0002.png,0012,0.341526,0012_c2s1_0006.png,0023,0.371685,0023,0011,0.357598,0011,0022,0.332042,0022,0009,0.309240,0009,0021,0.269859,0021
0002_c1s1_0010.png,0002,c1,0.0,0.182342,0.0,0.250000,0023,0.437817,0023_c1s1_0003.png,0022,0.407212,0022_c2s1_0006.jpg,0012,0.306346,0012_c2s1_0006.png,0009,0.301421,0009_c1s1_0001.png,0014,0.298346,0014_c1s1_0001.png,0023,0.365506,0023,0022,0.344307,0022,0014,0.281693,0014,0002,0.209927,0002,0021,0.203585,0021
0002_c1s1_0011.png,0002,c1,0.0,0.249910,0.0,0.166667,0009,0.515599,0009_c1s1_0001.png,0012,0.501424,0012_c1s1_0003.png,0023,0.484765,0023_c1s1_0004.png,0002,0.467672,0002_c2s1_0007.png,0014,0.464690,0014_c1s1_0002.png,0012,0.473652,0012,0014,0.468562,0014,0023,0.457776,0023,0009,0.426338,0009,0022,0.402836,0022
0002_c1s1_0012.png,0002,c1,0.0,0.150534,0.0,0.142857,0023,0.534272,0023_c1s1_0003.png,0009,0.375142,0009_c1s1_0002.png,0022,0.363589,0022_c2s1_0006.jpg,0012,0.355229,0012_c2s1_0006.png,0014,0.316100,0014_c1s1_0001.png,0023,0.453788,0023,0022,0.296215,0022,0014,0.286707,0014,0011,0.259232,0011,0009,0.255957,0009
0002_c1s1_0014.png,0002,c1,0.0,0.133874,0.0,0.142857,0023,0.581036,0023_c1s1_0003.png,0022,0.526089,0022_c2s1_0006.jpg,0009,0.480867,0009_c1s1_0001.png,0012,0.451390,0012_c2s1_0006.png,0011,0.440282,0011_c2s1_0006.png,0023,0.521927,0023,0022,0.442988,0022,0011,0.440282,0011,0009,0.407971,0009,0014,0.372508,0014
0002_c1s1_0015.png,0002,c1,0.0,0.394515,0.0,0.166667,0009,0.595884,0009_c1s1_0002.png,0002,0.591300,0002_c2s1_0009.jpg,0022,0.556008,0022_c2s1_0008.jpg,0023,0.550083,0023_c2s1_0009.png,0011,0.541930,0011_c2s1_0006.png,0009,0.573685,0009,0022,0.545172,0022,0011,0.541930,0011,0023,0.534932,0023,0014,0.521958,0014
0002_c2s1_0016.png,0002,c2,0.0,0.138104,0.0,0.142857,0022,0.521891,0022_c2s1_0006.jpg,0023,0.505823,0023_c1s1_0004.png,0011,0.460220,0011_c2s1_0006.png,0009,0.434742,0009_c1s1_0002.png,0012,0.420204,0012_c2s1_0006.png,0023,0.466103,0023,0011,0.460220,0011,0022,0.425445,0022,0009,0.405122,0009,0021,0.355170,0021
0002_c2s1_0017.png,0002,c2,0.0,0.182345,0.0,0.166667,0023,0.460683,0023_c1s1_0004.png,0022,0.441074,0022_c2s1_0006.jpg,0014,0.392017,0014_c1s1_0001.png,0002,0.367404,0002_c2s1_0007.png,0009,0.347968,0009_c1s1_0001.png,0023,0.419002,0023,0022,0.411762,0022,0014,0.385777,0014,0012,0.289559,0012,0011,0.288306,0011
0002_c2s1_0018.png,0002,c2,0.0,0.178991,0.0,0.166667,0023,0.482546,0023_c1s1_0004.png,0011,0.429193,0011_c2s1_0006.png,0009,0.424740,0009_c1s1_0001.png,0012,0.408912,0012_c2s1_0006.png,0022,0.401315,0022_c2s1_0006.jpg,0023,0.444128,0023,0011,0.429193,0011,0022,0.372833,0022,0009,0.370253,0009,0014,0.367785,0014
0002_c2s1_0019.png,0002,c2,1.0,0.528931,0.0,0.200000,0002,0.732831,0002_c2s1_0010.jpg,0022,0.712555,0022_c2s1_0008.jpg,0009,0.702072,0009_c1s1_0002.png,0014,0.681329,0014_c1s1_0002.png,0021,0.669802,0021_c2s1_0007.png,0022,0.703404,0022,0014,0.681461,0014,0009,0.677461,0009,0021,0.623562,0021,0002,0.609371,0002
0002_c2s1_0020.png,0002,c2,0.0,0.121154,0.0,0.142857,0023,0.696658,0023_c1s1_0005.png,0009,0.597230,0009_c1s1_0002.png,0011,0.554989,0011_c2s1_0006.png,0012,0.540700,0012_c2s1_0006.png,0018,0.491410,0018_c1s1_0002.png,0023,0.662408,0023,0011,0.554989,0011,0009,0.500061,0009,0014,0.416608,0014,0022,0.366354,0022
0002_c2s1_0022.png,0002,c2,0.0,0.169179,0.0,0.125000,0023,0.528781,0023_c1s1_0004.png,0022,0.458103,0022_c2s1_0006.jpg,0009,0.415474,0009_c1s1_0002.png,0014,0.395112,0014_c1s1_0001.png,0002,0.388764,0002_c2s1_0009.jpg,0023,0.472440,0023,0022,0.433507,0022,0014,0.396557,0014,0012,0.336348,0012,0009,0.330768,0009
0002_c2s1_0023.png,0002,c2,0.0,0.313998,0.0,0.250000,0022,0.579292,0022_c2s1_0010.jpg,0002,0.541057,0002_c2s1_0007.png,0023,0.533807,0023_c2s1_0009.png,0014,0.522826,0014_c1s1_0001.png,0005,0.518224,0005_c2s1_0010.jpg,0022,0.532416,0022,0014,0.516534,0014,0023,0.487336,0023,0002,0.476119,0002,0011,0.468829,0011
0002_c2s1_0024.png,0002,c2,0.0,0.339453,0.0,0.333333,0022,0.502920,0022_c2s1_0006.jpg,0002,0.469874,0002_c2s1_0007.png,0014,0.456866,0014_c1s1_0002.png,0021,0.433134,0021_c2s1_0007.png,0023,0.398344,0023_c1s1_0005.png,0022,0.493847,0022,0014,0.452470,0014,0002,0.381687,0002,0021,0.369000,0021,0023,0.354243,0023
0002_c2s1_0025.png,0002,c2,0.0,0.212557,0.0,0.166667,0023,0.667926,0023_c1s1_0005.png,0009,0.625852,0009_c1s1_0002.png,0002,0.555224,0002_c2s1_0009.jpg,0014,0.545802,0014_c1s1_0002.png,0022,0.544104,0022_c2s1_0006.jpg,0023,0.624601,0023,0014,0.551411,0014,0022,0.529239,0022,0009,0.529039,0009,0012,0.496649,0012
0003_c1s1_0001.png,0003,c1,0.0,0.050604,0.0,0.076923,0011,0.599412,0011_c2s1_0006.png,0020,0.587755,0020_c2s1_0009.jpg,0005,0.537807,0005_c2s1_0007.jpg,0024,0.536356,0024_c2s1_0007.png,0008,0.528313,0008_c2s1_0006.jpg,0011,0.599412,0011,0020,0.557646,0020,0009,0.484733,0009,0018,0.471244,0018,0017,0.460215,0017
0003_c1s1_0002.png,0003,c1,0.0,0.053245,0.0,0.083333,0024,0.507820,0024_c2s1_0007.png,0008,0.503774,0008_c1s1_0001.jpg,0018,0.467175,0018_c1s1_0001.png,0017,0.465705,0017_c1s1_0004.png,0005,0.454340,0005_c1s1_0005.png,0008,0.482910,0008,0018,0.473643,0018,0017,0.461228,0017,0007,0.429041,0007,0020,0.413954,0020
0003_c1s1_0004.png,0003,c1,0.0,0.048790,0.0,0.071429,0017,0.532786,0017_c1s1_0001.png,0024,0.532454,0024_c2s1_0007.png,0008,0.508998,0008_c1s1_0005.jpg,0018,0.497861,0018_c2s1_0007.png,0005,0.497449,0005_c1s1_0005.png,0017,0.516970,0017,0018,0.506139,0018,0008,0.494906,0008,0007,0.476122,0007,0005,0.436379,0005
0003_c1s1_0005.png,0003,c1,0.0,0.068280,0.0,0.100000,0008,0.468266,0008_c1s1_0001.jpg,0023,0.435572,0023_c1s1_0001.png,0017,0.401471,0017_c2s1_0006.jpg,0020,0.386860,0020_c2s1_0010.jpg,0007,0.380036,0007_c2s1_0007.png,0023,0.389874,0023,0017,0.387026,0017,0011,0.374549,0011,0008,0.368391,0008,0018,0.365348,0018
0003_c1s1_0006.png,0003,c1,0.0,0.067226,0.0,0.100000,0017,0.652601,0017_c2s1_0006.jpg,0007,0.627906,0007_c2s1_0007.png,0008,0.626328,0008_c1s1_0005.jpg,0019,0.553751,0019_c1s1_0002.png,0013,0.521691,0013_c2s1_0006.jpg,0017,0.634572,0017,0007,0.593944,0007,0008,0.579087,0008,0019,0.539418,0019,0013,0.489883,0013
0003_c1s1_0007.png,0003,c1,0.0,0.049645,0.0,0.076923,0008,0.441726,0008_c2s1_0006.jpg,0005,0.431940,0005_c2s1_0007.jpg,0024,0.430448,0024_c2s1_0007.png,0020,0.421321,0020_c2s1_0010.jpg,0011,0.421172,0011_c2s1_0006.png,0011,0.421172,0011,0018,0.403505,0018,0023,0.388924,0023,0020,0.384298,0020,0017,0.382633,0017
0003_c1s1_0008.png,0003,c1,0.0,0.045539,0.0,0.066667,0023,0.363956,0023_c1s1_0001.png,0012,0.355536,0012_c2s1_0007.png,0011,0.297464,0011_c1s1_0001.png,0008,0.248260,0008_c1s1_0001.jpg,0018,0.233352,0018_c1s1_0002.png,0023,0.253488,0023,0008,0.216817,0008,0018,0.176412,0018,0011,0.136688,0011,0007,0.088715,0007
0003_c1s1_0010.png,0003,c1,0.0,0.049941,0.0,0.076923,0024,0.492218,0024_c2s1_0007.png,0008,0.474145,0008_c1s1_0001.jpg,0017,0.469672,0017_c1s1_0001.png,0007,0.456371,0007_c2s1_0007.png,0005,0.452146,0005_c1s1_0005.png,0008,0.466347,0008,0017,0.450129,0017,0018,0.445343,0018,0007,0.425784,0007,0005,0.410472,0005
0003_c1s1_0011.png,0003,c1,0.0,0.124714,0.0,0.166667,0008,0.601550,0008_c1s1_0001.jpg,0020,0.571413,0020_c2s1_0008.jpg,0013,0.567435,0013_c2s1_0009.jpg,0003,0.546554,0003_c1s1_0003.png,0023,0.546168,0023_c1s1_0001.png,0020,0.535308,0020,0017,0.524661,0017,0013,0.523152,0013,0008,0.513028,0008,0011,0.504112,0011
0003_c1s1_0012.png,0003,c1,0.0,0.044627,0.0,0.066667,0023,0.540280,0023_c1s1_0001.png,0018,0.424367,0018_c1s1_0002.png,0012,0.414087,0012_c2s1_0007.png,0024,0.400681,0024_c2s1_0006.png,0005,0.352600,0005_c1s1_0002.png,0023,0.502590,0023,0018,0.366900,0018,0011,0.313166,0011,0020,0.302241,0020,0024,0.250652,0024
0003_c1s1_0013.png,0003,c1,0.0,0.066289,0.0,0.100000,0008,0.527974,0008_c1s1_0001.jpg,0017,0.464134,0017_c2s1_0006.jpg,0007,0.442043,0007_c2s1_0007.png,0013,0.430684,0013_c2s1_0009.jpg,0024,0.425338,0024_c2s1_0007.png,0008,0.457772,0008,0017,0.447130,0017,0007,0.411215,0007,0018,0.400599,0018,0011,0.387357,0011
0003_c1s1_0014.png,0003,c1,0.0,0.064463,0.0,0.083333,0023,0.442937,0023_c1s1_0001.png,0008,0.330693,0008_c1s1_0001.jpg,0005,0.311949,0005_c1s1_0002.png,0018,0.300686,0018_c1s1_0001.png,0012,0.286313,0012_c2s1_0007.png,0023,0.375074,0023,0008,0.267783,0008,0018,0.259599,0018,0012,0.244292,0012,0020,0.243582,0020
0003_c1s1_0015.png,0003,c1,0.0,0.047895,0.0,0.076923,0020,0.454444,0020_c2s1_0009.jpg,0005,0.434253,0005_c2s1_0007.jpg,0011,0.433453,0011_c2s1_0006.png,0008,0.429309,0008_c1s1_0001.jpg,0023,0.423636,0023_c1s1_0001.png,0011,0.433453,0011,0020,0.414835,0020,0023,0.386826,0023,0018,0.383451,0018,0008,0.364247,0008
0003_c1s1_0028.png,0003,c1,0.0,0.046278,0.0,0.076923,0005,0.538884,0005_c1s1_0002.png,0011,0.534996,0011_c2s1_0006.png,0008,0.533421,0008_c1s1_0001.jpg,0023,0.523208,0023_c1s1_0001.png,0013,0.482545,0013_c2s1_0009.jpg,0011,0.534996,0011,0023,0.491080,0023,0008,0.442074,0008,0018,0.430999,0018,0013,0.415083,0013
0003_c2s1_0003.png,0003,c2,0.0,0.104582,0.0,0.166667,0008,0.498388,0008_c1s1_0001.jpg,0020,0.487467,0020_c2s1_0010.jpg,0017,0.472485,0017_c2s1_0006.jpg,0013,0.471112,0013_c2s1_0008.jpg,0003,0.432744,0003_c1s1_0003.png,0017,0.439471,0017,0008,0.430790,0008,0013,0.419550,0013,0020,0.397293,0020,0019,0.387570,0019
0003_c2s1_0009.png,0003,c2,0.0,0.094936,0.0,0.111111,0008,0.461437,0008_c1s1_0001.jpg,0013,0.401254,0013_c2s1_0009.jpg,0023,0.398680,0023_c1s1_0001.png,0017,0.381628,0017_c2s1_0006.jpg,0020,0.371153,0020_c2s1_0009.jpg,0008,0.392722,0008,0017,0.345207,0017,0013,0.337630,0013,0020,0.333206,0020,0011,0.327465,0011
0003_c2s1_0017.png,0003,c2,0.0,0.063738,0.0,0.111111,0008,0.517219,0008_c1s1_0001.jpg,0017,0.491243,0017_c2s1_0006.jpg,0020,0.488197,0020_c2s1_0009.jpg,0013,0.455736,0013_c2s1_0008.jpg,0011,0.450143,0011_c2s1_0006.png,0017,0.451266,0017,0011,0.450143,0011,0008,0.444313,0008,0020,0.424084,0020,0019,0.410764,0019
0003_c2s1_0018.png,0003,c2,0.0,0.070681,0.0,0.100000,0008,0.518605,0008_c1s1_0001.jpg,0013,0.459613,0013_c2s1_0009.jpg,0023,0.415388,0023_c1s1_0001.png,0007,0.415221,0007_c2s1_0007.png,0017,0.412303,0017_c2s1_0006.jpg,0008,0.472420,0008,0013,0.397632,0013,0017,0.396779,0017,0007,0.366720,0007,0020,0.342139,0020
0003_c2s1_0019.png,0003,c2,0.0,0.050311,0.0,0.083333,0023,0.442988,0023_c1s1_0001.png,0011,0.436375,0011_c2s1_0006.png,0008,0.435999,0008_c1s1_0001.jpg,0005,0.396745,0005_c2s1_0007.jpg,0013,0.388539,0013_c2s1_0009.jpg,0011,0.436375,0011,0023,0.403957,0023,0008,0.345489,0008,0018,0.321751,0018,0020,0.307670,0020
0003_c2s1_0020.png,0003,c2,0.0,0.056480,0.0,0.090909,0008,0.546323,0008_c1s1_0001.jpg,0013,0.536517,0013_c2s1_0009.jpg,0011,0.508683,0011_c2s1_0006.png,0005,0.473231,0005_c1s1_0002.png,0017,0.469571,0017_c2s1_0006.jpg,0011,0.508683,0011,0013,0.464683,0013,0008,0.446109,0008,0019,0.423763,0019,0023,0.420016,0023
0003_c2s1_0021.png,0003,c2,0.0,0.119110,0.0,0.250000,0017,0.592952,0017_c2s1_0006.jpg,0008,0.591375,0008_c1s1_0001.jpg,0019,0.569052,0019_c2s1_0008.jpg,0003,0.531402,0003_c1s1_0003.png,0013,0.517718,0013_c2s1_0006.jpg,0019,0.549463,0019,0017,0.518022,0017,0008,0.510720,0008,0003,0.480112,0003,0013,0.475378,0013
0003_c2s1_0022.png,0003,c2,0.0,0.058175,0.0,0.100000,0008,0.521665,0008_c1s1_0001.jpg,0017,0.510708,0017_c2s1_0006.jpg,0019,0.470416,0019_c1s1_0002.png,0024,0.466354,0024_c2s1_0007.png,0007,0.454161,0007_c2s1_0007.png,0017,0.461141,0017,0019,0.458543,0019,0008,0.447039,0008,0007,0.429834,0007,0011,0.428123,0011
0003_c2s1_0023.png,0003,c2,0.0,0.111359,0.0,0.125000,0008,0.548859,0008_c1s1_0001.jpg,0013,0.475734,0013_c2s1_0009.jpg,0017,0.471286,0017_c2s1_0006.jpg,0003,0.449853,0003_c1s1_0003.png,0023,0.438428,0023_c1s1_0001.png,0008,0.477834,0008,0017,0.442803,0017,0013,0.421539,0013,0019,0.405963,0019,0007,0.403521,0007
0003_c2s1_0024.png,0003,c2,0.0,0.049268,0.0,0.090909,0023,0.529843,0023_c1s1_0001.png,0011,0.436781,0011_c2s1_0006.png,0008,0.426043,0008_c1s1_0001.jpg,0012,0.406618,0012_c2s1_0006.png,0005,0.360715,0005_c2s1_0011.jpg,0023,0.475913,0023,0011,0.436781,0011,0008,0.307167,0008,0009,0.300929,0009,0018,0.271051,0018
0003_c2s1_0025.png,0003,c2,0.0,0.040372,0.0,0.052632,0023,0.606506,0023_c1s1_0004.png,0011,0.560116,0011_c2s1_0006.png,0009,0.516048,0009_c1s1_0002.png,0005,0.514743,0005_c1s1_0002.png,0012,0.488377,0012_c2s1_0006.png,0023,0.609992,0023,0011,0.560116,0011,0009,0.475224,0009,0020,0.391391,0020,0014,0.359781,0014
0003_c2s1_0026.png,0003,c2,0.0,0.058836,0.0,0.090909,0023,0.451022,0023_c1s1_0001.png,0008,0.416515,0008_c1s1_0001.jpg,0012,0.389983,0012_c2s1_0007.png,0011,0.382054,0011_c2s1_0006.png,0005,0.358699,0005_c2s1_0011.jpg,0011,0.382054,0011,0023,0.348766,0023,0008,0.293390,0008,0018,0.262711,0018,0020,0.233511,0020
0003_c2s1_0027.png,0003,c2,0.0,0.071595,0.0,0.111111,0008,0.523637,0008_c1s1_0001.jpg,0013,0.489897,0013_c2s1_0009.jpg,0011,0.485829,0011_c2s1_0006.png,0023,0.465527,0023_c1s1_0003.png,0005,0.456936,0005_c2s1_0011.jpg,0011,0.485829,0011,0023,0.415030,0023,0013,0.400080,0013,0008,0.388580,0008,0020,0.373000,0020
